realm,kingdom,phylum,class,order,family,genus,species
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus P9901
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus P9902
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus P9903
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Phadecavirus, Phadecavirus PH10,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus ARI0004,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus ARI0031,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Spinunavirus, Spinunavirus ARI01311,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Medawarvirus, Medawarvirus ARI01312,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus ARI02851,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Malkevirus, Malkevirus ARI02853,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Spinunavirus, Spinunavirus ARI0399,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Spinunavirus, Spinunavirus ARI04601,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Spinunavirus, Spinunavirus ARI04602,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus ARI0462,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus ARI04681,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Spinunavirus, Spinunavirus ARI04682,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Paclarkvirus, Paclarkvirus ARI04684,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus ARI0468b3,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Norfolkplacevirus, Norfolkplacevirus ARI0746,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus ARI0831b,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Adrianbuildvirus, Adrianbuildvirus ARI0923,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Paclarkvirus, Paclarkvirus BHN167,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Spinunavirus, Spinunavirus SF39,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus Sfi11
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus Sfi21
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Saphexavirus, Saphexavirus SPQS1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Paclarkvirus, Paclarkvirus SpGS-1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Spinunavirus, Spinunavirus Spn1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Adrianbuildvirus, Adrianbuildvirus SpSL1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus STP1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW11
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus SW1151
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW12
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus SW13
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus SW14
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus SW15
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Piorkowskivirus, Piorkowskivirus SW16,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus SW18
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Vansinderenvirus, Vansinderenvirus SW19
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW2
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Piorkowskivirus, Piorkowskivirus SW22,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Vansinderenvirus, Vansinderenvirus SW24
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Vansinderenvirus, Vansinderenvirus SW27
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW3
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Vansinderenvirus, Vansinderenvirus SW4
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW5
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW6
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW7
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SW8
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SWK3
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus SWK6
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus TP778L
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus TPJ34
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hinxtonvirus, Hinxtonvirus V22,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus VA214
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Moineauvirus, Moineauvirus VA460
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Aliceevansviridae, Brussowvirus, Brussowvirus VS2018a
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus aaronocolus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Abbeymikolonvirus, Abbeymikolonvirus abbeymikolon,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Woodruffvirus, unclassified Woodruffvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Austintatiousvirus, unclassified Austintatiousvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Camvirus, Camvirus alsaber,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Caelumvirus, Caelumvirus alvy,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Boydwoodruffvirinae, Karimacvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Camvirus, Camvirus amela,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Omarvirus, Omarvirus amethyst,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Janusvirus, unclassified Janusvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Boydwoodruffvirinae, Samistivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Loccivirinae, Annadreamyvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Scapunavirus, unclassified Scapunavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, unclassified Likavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Attoomivirus, Attoomivirus attoomi,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Austintatiousvirus, Austintatiousvirus austintatious,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ignaciovirus, Ignaciovirus axejc,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Woodruffvirus, Woodruffvirus TP1604,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Caelumvirus, unclassified Caelumvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus caliburn,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Loccivirinae, Gilsonvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Loccivirinae, Wilnyevirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Bingvirus, Bingvirus bing,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Austintatiousvirus, Austintatiousvirus ididsumtinwong,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus danzina,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Borockvirus, Borockvirus brock,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hautrevirus, unclassified Hautrevirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus izzy,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Caelumvirus, Caelumvirus caelum,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus zemlya,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Celiavirus, Celiavirus celia,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Rimavirus, Rimavirus rima,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Chymeravirus, Chymeravirus chymera,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Bingvirus, unclassified Bingvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Boydwoodruffvirinae, Coruscantvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ignaciovirus, Ignaciovirus cumberbatch,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Raleighvirus, Raleighvirus darolandstone,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Caelumvirus, Caelumvirus daudau,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Flowerpowervirus, unclassified Flowerpowervirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Camvirus, unclassified Camvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Omarvirus, Omarvirus diane,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Rimavirus, Rimavirus drgrey,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Dubuvirus, Dubuvirus dubu,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ignaciovirus, Ignaciovirus eastland,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ignaciovirus, Ignaciovirus eklok,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Camvirus, Camvirus endor1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Camvirus, Camvirus endor2,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Colingsworthviridae, Vashvirus, Vashvirus euratis
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Flowerpowervirus, Flowerpowervirus flowerpower,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Loccivirinae, Faustvirus
 Varidnaviria, Bamfordvirae, Preplasmiviricota, Prepoliviricotina, Tectiliviricetes, Kalamavirales, Tectiviridae, Deltatectivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hiyaavirus, unclassified Hiyaavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Gilgameshvirus, Gilgameshvirus gilgamesh,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Rimavirus, unclassified Rimavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus goby,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus lika,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Omarvirus, unclassified Omarvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Janusvirus, Janusvirus hank144,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Immanueltrevirus, Immanueltrevirus immanuel3,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Colingsworthviridae, Sebastisaurusvirus, Sebastisaurusvirus heather
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ignaciovirus, Ignaciovirus francette,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hiyaavirus, Hiyaavirus hiyaa,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus hydra,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ibantikvirus, Ibantikvirus ibantik,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ignaciovirus, Ignaciovirus ignacio,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Caelumvirus, Caelumvirus issmi,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Celiavirus, unclassified Celiavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Janusvirus, Janusvirus janus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Camvirus, Camvirus joe,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Immanueltrevirus, unclassified Immanueltrevirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Manuelvirus, Manuelvirus JXY1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Zukovirus, Zukovirus phill,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Krompvirus, Krompvirus kromp,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Manuelvirus, unclassified Manuelvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus lannister,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Colingsworthviridae, Vashvirus, Vashvirus lilbooboo
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus lorelei,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Manuelvirus, Manuelvirus manuel,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Salutenavirus, unclassified Salutenavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Picardvirus, Picardvirus picard,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Loccivirinae, Wakandavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Stanwilliamsviridae, Boydwoodruffvirinae, Tomasvirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Likavirus, Likavirus nanodon,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Omarvirus, Omarvirus omar,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Janusvirus, Janusvirus pablito,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Arequatrovirus, Arequatrovirus paedore,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Austintatiousvirus, Austintatiousvirus papayasalad,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Colingsworthviridae, Lomovskayavirus, Lomovskayavirus BT1
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Camvirus, Camvirus CAM,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Arequatrovirus, Arequatrovirus ELB20,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hautrevirus, Hautrevirus hau3,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Sasdunavirus, Sasdunavirus SASD1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Sentinelvirus, unclassified Sentinelvirus,
